Phylum,Class,Order,Family,Genus,sample,name2,count
Patescibacteria,Paceibacteria,UBA9983_A,Zambryskibacteraceae,C7867-006,X1087,Control 5,7
Patescibacteria,Paceibacteria,UBA9983_A,Zambryskibacteraceae,C7867-006,X1090,Heated 2,35
Patescibacteria,Paceibacteria,UBA9983_A,Zambryskibacteraceae,C7867-006,X1091,Heated 3,10
Patescibacteria,Paceibacteria,UBA9983_A,Zambryskibacteraceae,C7867-006,X1092,Heated 4,6
Patescibacteria,Paceibacteria,UBA9983_A,Zambryskibacteraceae,SICJ01,X1083,Control 1,17
Patescibacteria,Paceibacteria,UBA9983_A,Zambryskibacteraceae,SICJ01,X1085,Control 3,5
Patescibacteria,Paceibacteria,UBA9983_A,Zambryskibacteraceae,UBA5004,X1090,Heated 2,7
Patescibacteria,Paceibacteria,UBA9983_A,Zambryskibacteraceae,UBA910,X1084,Control 2,6
Patescibacteria,Paceibacteria,UBA9983_A,Zambryskibacteraceae,UBA910,X1086,Control 4,2
Patescibacteria,Paceibacteria,UBA9983_A,Zambryskibacteraceae,Unclassified,X1083,Control 1,14
Patescibacteria,Paceibacteria,UBA9983_A,Zambryskibacteraceae,Unclassified,X1084,Control 2,6
Patescibacteria,Paceibacteria,UBA9983_A,Zambryskibacteraceae,Unclassified,X1085,Control 3,26
Patescibacteria,Paceibacteria,UBA9983_A,Zambryskibacteraceae,Unclassified,X1086,Control 4,8
Patescibacteria,Paceibacteria,UBA9983_A,Zambryskibacteraceae,Unclassified,X1088,Control 6,2
Patescibacteria,Paceibacteria,UBA9983_A,Zambryskibacteraceae_A,WO2-35-19,X1083,Control 1,2
Patescibacteria,Paceibacteria,UBA9983_A,Zambryskibacteraceae_A,WO2-35-19,X1084,Control 2,6
Patescibacteria,Paceibacteria,UBA9983_A,Zambryskibacteraceae_A,WO2-35-19,X1085,Control 3,14
Patescibacteria,Paceibacteria,UBA9983_A,Zambryskibacteraceae_A,WO2-35-19,X1086,Control 4,2
Patescibacteria,Paceibacteria,UBA9983_A,Zambryskibacteraceae_A,WO2-35-19,X1088,Control 6,2
Patescibacteria,Paceibacteria,UBA9983_A,Zambryskibacteraceae_A,WO2-35-19,X1090,Heated 2,11
Patescibacteria,Paceibacteria,UBA9983_A,Zambryskibacteraceae_A,WO2-35-19,X1091,Heated 3,60
Patescibacteria,Paceibacteria,UBA9983_A,Zambryskibacteraceae_A,WO2-35-19,X1094,Heated 6,6
Patescibacteria,Paceibacteria,UBA9983_A,Unclassified,Unclassified,X1083,Control 1,83
Patescibacteria,Paceibacteria,UBA9983_A,Unclassified,Unclassified,X1084,Control 2,41
Patescibacteria,Paceibacteria,UBA9983_A,Unclassified,Unclassified,X1085,Control 3,97
Patescibacteria,Paceibacteria,UBA9983_A,Unclassified,Unclassified,X1086,Control 4,19
Patescibacteria,Paceibacteria,UBA9983_A,Unclassified,Unclassified,X1087,Control 5,16
Patescibacteria,Paceibacteria,UBA9983_A,Unclassified,Unclassified,X1088,Control 6,4
Patescibacteria,Paceibacteria,UBA9983_A,Unclassified,Unclassified,X1090,Heated 2,53
Patescibacteria,Paceibacteria,UBA9983_A,Unclassified,Unclassified,X1091,Heated 3,86
Patescibacteria,Paceibacteria,UBA9983_A,Unclassified,Unclassified,X1092,Heated 4,34
Patescibacteria,Paceibacteria,UBA9983_A,Unclassified,Unclassified,X1093,Heated 5,15
Patescibacteria,Paceibacteria,UBA9983_A,Unclassified,Unclassified,X1094,Heated 6,22
Patescibacteria,Paceibacteria,Unclassified,Unclassified,Unclassified,X1083,Control 1,3
Patescibacteria,Saccharimonadia,CAILAD01,BJGX01,BJGX01,X1085,Control 3,7
Patescibacteria,Saccharimonadia,CAILAD01,BJGX01,BJGX01,X1088,Control 6,3
Patescibacteria,Saccharimonadia,CAILAD01,GCA-016700035,GCA-016700035,X1087,Control 5,2
Patescibacteria,Saccharimonadia,CAILAD01,JACPPH01,JACPPH01,X1086,Control 4,3
Patescibacteria,Saccharimonadia,CAILAD01,JACPPH01,JACPPH01,X1090,Heated 2,5
Patescibacteria,Saccharimonadia,Saccharimonadales,AWTP1-31,AWTP1-31,X1083,Control 1,4
Patescibacteria,Saccharimonadia,Saccharimonadales,AWTP1-31,AWTP1-31,X1085,Control 3,15
Patescibacteria,Saccharimonadia,Saccharimonadales,AWTP1-31,AWTP1-31,X1087,Control 5,6
Patescibacteria,Saccharimonadia,Saccharimonadales,CAIOMD01,CAIOMD01,X1083,Control 1,19
Patescibacteria,Saccharimonadia,Saccharimonadales,CAIOMD01,CAIOMD01,X1084,Control 2,4
Patescibacteria,Saccharimonadia,Saccharimonadales,CAIOMD01,CAIOMD01,X1085,Control 3,4
Patescibacteria,Saccharimonadia,Saccharimonadales,CAIOMD01,CAIOMD01,X1087,Control 5,3
Patescibacteria,Saccharimonadia,Saccharimonadales,CAIOMD01,CAIOMD01,X1090,Heated 2,13
Patescibacteria,Saccharimonadia,Saccharimonadales,CAIOMD01,CAIOMD01,X1093,Heated 5,3
Patescibacteria,Saccharimonadia,Saccharimonadales,JACDBH01,JACDBH01,X1091,Heated 3,15
Patescibacteria,Saccharimonadia,Saccharimonadales,JACDFO01,Unclassified,X1084,Control 2,3
Patescibacteria,Saccharimonadia,Saccharimonadales,OMJO01,OMJO01,X1084,Control 2,4
Patescibacteria,Saccharimonadia,Saccharimonadales,OMJO01,OMJO01,X1085,Control 3,4
Patescibacteria,Saccharimonadia,Saccharimonadales,OMJO01,OMJO01,X1087,Control 5,3
Patescibacteria,Saccharimonadia,Saccharimonadales,SZUA-47,JAGONL01,X1083,Control 1,7
Patescibacteria,Saccharimonadia,Saccharimonadales,SZUA-47,JAGONL01,X1087,Control 5,4
Patescibacteria,Saccharimonadia,Saccharimonadales,SZUA-47,JAGONL01,X1090,Heated 2,40
Patescibacteria,Saccharimonadia,Saccharimonadales,SZUA-47,JAGONL01,X1091,Heated 3,10
Patescibacteria,Saccharimonadia,Saccharimonadales,SZUA-47,JAGONL01,X1093,Heated 5,4
Patescibacteria,Saccharimonadia,Saccharimonadales,SZUA-47,JAGONL01,X1094,Heated 6,12
Patescibacteria,Saccharimonadia,Saccharimonadales,SZUA-47,RFTN01,X1083,Control 1,6
Patescibacteria,Saccharimonadia,Saccharimonadales,SZUA-47,RFTN01,X1084,Control 2,6
Patescibacteria,Saccharimonadia,Saccharimonadales,SZUA-47,Unclassified,X1083,Control 1,33
Patescibacteria,Saccharimonadia,Saccharimonadales,SZUA-47,Unclassified,X1084,Control 2,18
Patescibacteria,Saccharimonadia,Saccharimonadales,SZUA-47,Unclassified,X1085,Control 3,8
Patescibacteria,Saccharimonadia,Saccharimonadales,SZUA-47,Unclassified,X1087,Control 5,11
Patescibacteria,Saccharimonadia,Saccharimonadales,SZUA-47,Unclassified,X1090,Heated 2,40
Patescibacteria,Saccharimonadia,Saccharimonadales,SZUA-47,Unclassified,X1092,Heated 4,14
Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,Saccharimonas,X1083,Control 1,5
Patescibacteria,Saccharimonadia,Saccharimonadales,UBA10212,JACDFN01,X1083,Control 1,5
Patescibacteria,Saccharimonadia,Saccharimonadales,UBA10212,JACDFN01,X1084,Control 2,6
Patescibacteria,Saccharimonadia,Saccharimonadales,UBA1547,2011-GWC2-44-17,X1090,Heated 2,26
Patescibacteria,Saccharimonadia,Saccharimonadales,UBA1547,2011-GWC2-44-17,X1091,Heated 3,37
Patescibacteria,Saccharimonadia,Saccharimonadales,UBA1547,UBA1547,X1083,Control 1,73
Patescibacteria,Saccharimonadia,Saccharimonadales,UBA1547,UBA1547,X1084,Control 2,65
Patescibacteria,Saccharimonadia,Saccharimonadales,UBA1547,UBA1547,X1085,Control 3,37
Patescibacteria,Saccharimonadia,Saccharimonadales,UBA1547,UBA1547,X1086,Control 4,11
Patescibacteria,Saccharimonadia,Saccharimonadales,UBA1547,UBA1547,X1087,Control 5,10
Patescibacteria,Saccharimonadia,Saccharimonadales,UBA1547,UBA1547,X1088,Control 6,14
Patescibacteria,Saccharimonadia,Saccharimonadales,UBA1547,UBA1547,X1090,Heated 2,18
Patescibacteria,Saccharimonadia,Saccharimonadales,UBA1547,UBA1547,X1091,Heated 3,42
Patescibacteria,Saccharimonadia,Saccharimonadales,UBA1547,UBA1547,X1092,Heated 4,19
Patescibacteria,Saccharimonadia,Saccharimonadales,UBA1547,UBA1547,X1094,Heated 6,19
Patescibacteria,Saccharimonadia,Saccharimonadales,UBA1547,UBA6022,X1083,Control 1,8
Patescibacteria,Saccharimonadia,Saccharimonadales,UBA1547,UBA6175,X1083,Control 1,27
Patescibacteria,Saccharimonadia,Saccharimonadales,UBA1547,UBA6175,X1084,Control 2,21
Patescibacteria,Saccharimonadia,Saccharimonadales,UBA1547,UBA6175,X1086,Control 4,7
Patescibacteria,Saccharimonadia,Saccharimonadales,UBA1547,UBA6175,X1087,Control 5,9
Patescibacteria,Saccharimonadia,Saccharimonadales,UBA1547,Unclassified,X1083,Control 1,6
Patescibacteria,Saccharimonadia,Saccharimonadales,UBA1547,Unclassified,X1085,Control 3,3
Patescibacteria,Saccharimonadia,Saccharimonadales,UBA4665,CAIYEO01,X1083,Control 1,3
Patescibacteria,Saccharimonadia,Saccharimonadales,UBA4665,CAIYEO01,X1084,Control 2,3
Patescibacteria,Saccharimonadia,Saccharimonadales,UBA4665,CAIYEO01,X1087,Control 5,3
Patescibacteria,Saccharimonadia,Saccharimonadales,UBA4665,CAIYEO01,X1091,Heated 3,19
Patescibacteria,Saccharimonadia,Saccharimonadales,UBA4665,GCA-2746885,X1083,Control 1,13
Patescibacteria,Saccharimonadia,Saccharimonadales,UBA4665,GCA-2746885,X1084,Control 2,4
Patescibacteria,Saccharimonadia,Saccharimonadales,UBA4665,GCA-2746885,X1085,Control 3,3
Patescibacteria,Saccharimonadia,Saccharimonadales,UBA4665,GCA-2746885,X1090,Heated 2,21
Patescibacteria,Saccharimonadia,Saccharimonadales,UBA4665,GCA-2746885,X1091,Heated 3,79
Patescibacteria,Saccharimonadia,Saccharimonadales,UBA4665,GCA-2746885,X1093,Heated 5,3
Patescibacteria,Saccharimonadia,Saccharimonadales,UBA4665,UBA4729,X1085,Control 3,4
Patescibacteria,Saccharimonadia,Saccharimonadales,UBA4665,UBA4729,X1086,Control 4,4
Patescibacteria,Saccharimonadia,Saccharimonadales,UBA4665,UBA5150,X1083,Control 1,7
Patescibacteria,Saccharimonadia,Saccharimonadales,UBA4665,UBA5150,X1084,Control 2,4
Patescibacteria,Saccharimonadia,Saccharimonadales,UBA4665,UBA5150,X1086,Control 4,2
Patescibacteria,Saccharimonadia,Saccharimonadales,UBA4665,UBA5150,X1087,Control 5,3
Patescibacteria,Saccharimonadia,Saccharimonadales,UBA4665,Unclassified,X1083,Control 1,22
Patescibacteria,Saccharimonadia,Saccharimonadales,UBA4665,Unclassified,X1084,Control 2,4
Patescibacteria,Saccharimonadia,Saccharimonadales,UBA4665,Unclassified,X1087,Control 5,4
Patescibacteria,Saccharimonadia,Saccharimonadales,UBA4665,Unclassified,X1091,Heated 3,5
Patescibacteria,Saccharimonadia,Saccharimonadales,UBA4665_A,CAILQE01,X1086,Control 4,5
Patescibacteria,Saccharimonadia,Saccharimonadales,UBA4665_A,CAILQE01,X1090,Heated 2,10
Patescibacteria,Saccharimonadia,Saccharimonadales,Unclassified,Unclassified,X1083,Control 1,61
Patescibacteria,Saccharimonadia,Saccharimonadales,Unclassified,Unclassified,X1084,Control 2,19
Patescibacteria,Saccharimonadia,Saccharimonadales,Unclassified,Unclassified,X1085,Control 3,11
Patescibacteria,Saccharimonadia,Saccharimonadales,Unclassified,Unclassified,X1087,Control 5,10
Patescibacteria,Saccharimonadia,Saccharimonadales,Unclassified,Unclassified,X1090,Heated 2,32
Patescibacteria,Saccharimonadia,UBA4664,UBA4664,GCA-016699105,X1083,Control 1,12
Patescibacteria,Saccharimonadia,UBA4664,UBA4664,GCA-016699105,X1085,Control 3,7
Patescibacteria,Saccharimonadia,UBA4664,UBA4664,GCA-016699105,X1086,Control 4,4
Patescibacteria,Saccharimonadia,UBA4664,Unclassified,Unclassified,X1085,Control 3,5
Patescibacteria,UBA1384,2-12-FULL-50-11,2-12-FULL-50-11,BOKZ01,X1083,Control 1,8
Patescibacteria,UBA1384,2-12-FULL-50-11,2-12-FULL-50-11,BOKZ01,X1084,Control 2,5
Patescibacteria,UBA1384,2-12-FULL-50-11,2-12-FULL-50-11,BOKZ01,X1087,Control 5,2
Patescibacteria,UBA1384,2-12-FULL-50-11,2-12-FULL-50-11,BOKZ01,X1088,Control 6,2
Patescibacteria,UBA1384,2-12-FULL-50-11,2-12-FULL-50-11,BOKZ01,X1090,Heated 2,5
Patescibacteria,UBA1384,2-12-FULL-50-11,2-12-FULL-50-11,Unclassified,X1085,Control 3,10
Patescibacteria,UBA1384,2-12-FULL-50-11,2-12-FULL-50-11,Unclassified,X1091,Heated 3,13
Patescibacteria,UBA1384,CAILIB01,CAILIB01,CAILIB01,X1084,Control 2,3
Patescibacteria,UBA1384,GWA2-35-9,CG2-30-39-44,CG2-30-39-44,X1086,Control 4,2
Patescibacteria,UBA1384,GWA2-35-9,CG2-30-43-20,CG2-30-43-20,X1085,Control 3,3
Patescibacteria,UBA1384,UBA12157,JAENIV01,JAENIV01,X1083,Control 1,16
Patescibacteria,UBA1384,UBA12157,JAENIV01,JAENIV01,X1084,Control 2,6
Patescibacteria,UBA1384,UBA12157,JAENIV01,JAENIV01,X1085,Control 3,4
Patescibacteria,UBA1384,UBA12157,JAENIV01,JAENIV01,X1087,Control 5,6
Patescibacteria,UBA1384,UBA12157,UBA12157,CAIRFN01,X1084,Control 2,3
Patescibacteria,UBA1384,UBA12157,Unclassified,Unclassified,X1083,Control 1,3
Patescibacteria,UBA1384,UBA1384,DTJR01,MWBO01,X1085,Control 3,5
Patescibacteria,UBA1384,UBA1384,DTJR01,MWBO01,X1086,Control 4,2
Patescibacteria,UBA1384,UBA1384,DTJR01,Unclassified,X1083,Control 1,7
Patescibacteria,UBA1384,XYA2-FULL-43-10,XYA2-FULL-43-10,XYA2-FULL-43-10,X1084,Control 2,3
Patescibacteria,UBA1384,XYA2-FULL-43-10,XYA2-FULL-43-10,XYA2-FULL-43-10,X1085,Control 3,5
Patescibacteria,UBA1384,XYA2-FULL-43-10,XYA2-FULL-43-10,XYA2-FULL-43-10,X1087,Control 5,3
Patescibacteria,UBA1384,XYA2-FULL-43-10,XYA2-FULL-43-10,XYA2-FULL-43-10,X1090,Heated 2,5
Patescibacteria,WWE3,0-14-0-20-40-13,0-14-0-20-40-13,Unclassified,X1091,Heated 3,13
Patescibacteria,WWE3,2-01-FULL-39-13,2-01-FULL-39-13,GCA-002789015,X1093,Heated 5,3
Patescibacteria,WWE3,UBA101185,UBA10185,OXYD1-FULL-39-9,X1093,Heated 5,6
Patescibacteria,WWE3,UBA101185,UBA10185,Unclassified,X1083,Control 1,16
Patescibacteria,WWE3,UBA101185,UBA10185,Unclassified,X1084,Control 2,2
Patescibacteria,WWE3,UBA101185,UBA10185,Unclassified,X1087,Control 5,3
Patescibacteria,WWE3,Unclassified,Unclassified,Unclassified,X1083,Control 1,7
Patescibacteria,WWE3,Unclassified,Unclassified,Unclassified,X1090,Heated 2,6
Patescibacteria,Unclassified,Unclassified,Unclassified,Unclassified,X1083,Control 1,30
Patescibacteria,Unclassified,Unclassified,Unclassified,Unclassified,X1084,Control 2,6
Patescibacteria,Unclassified,Unclassified,Unclassified,Unclassified,X1085,Control 3,16
Patescibacteria,Unclassified,Unclassified,Unclassified,Unclassified,X1086,Control 4,3
Patescibacteria,Unclassified,Unclassified,Unclassified,Unclassified,X1087,Control 5,5
Patescibacteria,Unclassified,Unclassified,Unclassified,Unclassified,X1088,Control 6,2
Patescibacteria,Unclassified,Unclassified,Unclassified,Unclassified,X1089,Heated 1,2
Patescibacteria,Unclassified,Unclassified,Unclassified,Unclassified,X1090,Heated 2,25
Patescibacteria,Unclassified,Unclassified,Unclassified,Unclassified,X1091,Heated 3,35
Patescibacteria,Unclassified,Unclassified,Unclassified,Unclassified,X1092,Heated 4,12
Patescibacteria,Unclassified,Unclassified,Unclassified,Unclassified,X1093,Heated 5,8
Planctomycetota,B15-G4,B15-G4,B15-G4,B15-G4,X1092,Heated 4,5
Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Pan265,X1091,Heated 3,32
Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Phycisphaera,X1093,Heated 5,3
Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Poriferisphaera,X1090,Heated 2,22
Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Poriferisphaera,X1093,Heated 5,3
Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Unclassified,X1090,Heated 2,9
Planctomycetota,Phycisphaerae,Phycisphaerales,SM1A02,F1-60-MAGs104,X1085,Control 3,2
Planctomycetota,Phycisphaerae,Phycisphaerales,SM1A02,F1-60-MAGs104,X1086,Control 4,5
Planctomycetota,Phycisphaerae,Phycisphaerales,SM1A02,F1-60-MAGs104,X1092,Heated 4,3
Planctomycetota,Phycisphaerae,Phycisphaerales,SM1A02,F1-60-MAGs104,X1093,Heated 5,2
Planctomycetota,Phycisphaerae,Phycisphaerales,SM1A02,SYAC01,X1083,Control 1,7
Planctomycetota,Phycisphaerae,Phycisphaerales,SM1A02,SYAC01,X1084,Control 2,7
Planctomycetota,Phycisphaerae,Phycisphaerales,SM1A02,SYAC01,X1085,Control 3,4
Planctomycetota,Phycisphaerae,Phycisphaerales,SM1A02,SYAC01,X1086,Control 4,5
Planctomycetota,Phycisphaerae,Phycisphaerales,SM1A02,SYAC01,X1087,Control 5,5
Planctomycetota,Phycisphaerae,Phycisphaerales,SM1A02,UBA12014,X1083,Control 1,2
Planctomycetota,Phycisphaerae,Phycisphaerales,SM1A02,UBA966,X1083,Control 1,2
Planctomycetota,Phycisphaerae,Phycisphaerales,SM1A02,Unclassified,X1092,Heated 4,16
Planctomycetota,Phycisphaerae,Phycisphaerales,UBA1924,JACVCK01,X1086,Control 4,3
Planctomycetota,Phycisphaerae,Phycisphaerales,UBA1924,UBA1924,X1093,Heated 5,6
Planctomycetota,Phycisphaerae,Phycisphaerales,UBA1924,UBA6054,X1084,Control 2,4
Planctomycetota,Phycisphaerae,Phycisphaerales,UBA1924,UBA6054,X1090,Heated 2,9
Planctomycetota,Phycisphaerae,Phycisphaerales,UBA1924,UBA6054,X1092,Heated 4,19
Planctomycetota,Phycisphaerae,Phycisphaerales,UBA1924,UBA6054,X1093,Heated 5,7
Planctomycetota,Phycisphaerae,Phycisphaerales,UBA1924,UBA6054,X1094,Heated 6,21
Planctomycetota,Phycisphaerae,Phycisphaerales,UBA1924,Unclassified,X1087,Control 5,2
Planctomycetota,Phycisphaerae,Phycisphaerales,UBA1924,Unclassified,X1094,Heated 6,25
Planctomycetota,Phycisphaerae,Phycisphaerales,Unclassified,Unclassified,X1084,Control 2,4
Planctomycetota,Phycisphaerae,Phycisphaerales,Unclassified,Unclassified,X1089,Heated 1,5
Planctomycetota,Phycisphaerae,Phycisphaerales,Unclassified,Unclassified,X1091,Heated 3,20
Planctomycetota,Phycisphaerae,SM23-33,SM23-33,MWDR01,X1085,Control 3,5
Planctomycetota,Phycisphaerae,SM23-33,SM23-33,Unclassified,X1084,Control 2,5
Planctomycetota,Phycisphaerae,SM23-33,SM23-33,Unclassified,X1086,Control 4,2
Planctomycetota,Phycisphaerae,Tepidisphaerales,Tepidisphaeraceae,CAIQIQ01,X1092,Heated 4,9
Planctomycetota,Phycisphaerae,Tepidisphaerales,Tepidisphaeraceae,Unclassified,X1086,Control 4,3
Planctomycetota,Phycisphaerae,UBA1845,PWPN01,JAAYDF01,X1084,Control 2,2
Planctomycetota,Phycisphaerae,UBA1845,UTPLA1,ECT2AJA-110-A,X1092,Heated 4,4
Planctomycetota,Phycisphaerae,WQYP01,WQYP01,WQYP01,X1087,Control 5,3
Planctomycetota,Planctomycetia,Gemmatales,Gemmataceae,Fimbriiglobus,X1092,Heated 4,4
Planctomycetota,Planctomycetia,Gemmatales,Gemmataceae,UBA969,X1083,Control 1,91
Planctomycetota,Planctomycetia,Gemmatales,Gemmataceae,UBA969,X1084,Control 2,53
Planctomycetota,Planctomycetia,Gemmatales,Gemmataceae,UBA969,X1085,Control 3,132
Planctomycetota,Planctomycetia,Gemmatales,Gemmataceae,UBA969,X1086,Control 4,152
Planctomycetota,Planctomycetia,Gemmatales,Gemmataceae,UBA969,X1087,Control 5,186
Planctomycetota,Planctomycetia,Gemmatales,Gemmataceae,UBA969,X1088,Control 6,112
Planctomycetota,Planctomycetia,Gemmatales,Gemmataceae,UBA969,X1089,Heated 1,36
Planctomycetota,Planctomycetia,Gemmatales,Gemmataceae,UBA969,X1090,Heated 2,63
Planctomycetota,Planctomycetia,Gemmatales,Gemmataceae,UBA969,X1091,Heated 3,29
Planctomycetota,Planctomycetia,Gemmatales,Gemmataceae,UBA969,X1092,Heated 4,66
Planctomycetota,Planctomycetia,Gemmatales,Gemmataceae,UBA969,X1093,Heated 5,21
Planctomycetota,Planctomycetia,Gemmatales,Gemmataceae,VGYC01,X1090,Heated 2,9
Planctomycetota,Planctomycetia,Gemmatales,Gemmataceae,Unclassified,X1084,Control 2,12
Planctomycetota,Planctomycetia,Gemmatales,Gemmataceae,Unclassified,X1085,Control 3,10
Planctomycetota,Planctomycetia,Gemmatales,Gemmataceae,Unclassified,X1086,Control 4,5
Planctomycetota,Planctomycetia,Gemmatales,Gemmataceae,Unclassified,X1087,Control 5,7
Planctomycetota,Planctomycetia,Isosphaerales,Isosphaeraceae,Aquisphaera,X1085,Control 3,10
Planctomycetota,Planctomycetia,Isosphaerales,Isosphaeraceae,Aquisphaera,X1086,Control 4,10
Planctomycetota,Planctomycetia,Isosphaerales,Isosphaeraceae,Aquisphaera,X1087,Control 5,3
Planctomycetota,Planctomycetia,Isosphaerales,Isosphaeraceae,Tautonia,X1087,Control 5,4
Planctomycetota,Planctomycetia,Isosphaerales,Isosphaeraceae,Unclassified,X1084,Control 2,7
Planctomycetota,Planctomycetia,Isosphaerales,Isosphaeraceae,Unclassified,X1085,Control 3,3
Planctomycetota,Planctomycetia,Isosphaerales,Isosphaeraceae,Unclassified,X1086,Control 4,6
Planctomycetota,Planctomycetia,Isosphaerales,Isosphaeraceae,Unclassified,X1088,Control 6,4
Planctomycetota,Planctomycetia,Isosphaerales,Isosphaeraceae,Unclassified,X1094,Heated 6,6
Planctomycetota,Planctomycetia,Pirellulales,Lacipirellulaceae,Pirellulimonas,X1083,Control 1,7
Planctomycetota,Planctomycetia,Pirellulales,PNKZ01,PNKZ01,X1083,Control 1,5
Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,Anammoximicrobium,X1084,Control 2,6
Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,Aureliella,X1090,Heated 2,7
Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,Aureliella,X1092,Heated 4,6
Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,Aureliella,X1093,Heated 5,3
Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,BJ22,X1084,Control 2,7
Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,BJ22,X1093,Heated 5,4
Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,M30B19,X1087,Control 5,3
Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,Mariniblastus,X1083,Control 1,4
Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,Mariniblastus,X1087,Control 5,3
Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,Mariniblastus,X1090,Heated 2,18
Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,Mariniblastus,X1092,Heated 4,17
Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,Unclassified,X1083,Control 1,4
Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,Unclassified,X1091,Heated 3,13
Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,Unclassified,X1092,Heated 4,12
Planctomycetota,Planctomycetia,Pirellulales,Thermoguttaceae,DSXL01,X1086,Control 4,2
Planctomycetota,Planctomycetia,Pirellulales,Thermoguttaceae,JAHIKV01,X1084,Control 2,6
Planctomycetota,Planctomycetia,Pirellulales,Thermoguttaceae,Unclassified,X1085,Control 3,3
Planctomycetota,Planctomycetia,Pirellulales,Thermoguttaceae,Unclassified,X1091,Heated 3,29
Planctomycetota,Planctomycetia,Pirellulales,UBA1268,M30B53,X1083,Control 1,8
Planctomycetota,Planctomycetia,Pirellulales,UBA1268,M30B53,X1084,Control 2,9
Planctomycetota,Planctomycetia,Pirellulales,UBA1268,M30B53,X1085,Control 3,9
Planctomycetota,Planctomycetia,Pirellulales,UBA1268,M30B53,X1092,Heated 4,10
Planctomycetota,Planctomycetia,Pirellulales,UBA1268,M30B53,X1094,Heated 6,31
Planctomycetota,Planctomycetia,Pirellulales,UBA1268,QWOP01,X1083,Control 1,5
Planctomycetota,Planctomycetia,Pirellulales,UBA1268,QWOP01,X1086,Control 4,13
Planctomycetota,Planctomycetia,Pirellulales,UBA1268,QWOP01,X1092,Heated 4,9
Planctomycetota,Planctomycetia,Pirellulales,UBA1268,QWOP01,X1093,Heated 5,6
Planctomycetota,Planctomycetia,Pirellulales,UBA1268,QWPN01,X1083,Control 1,42
Planctomycetota,Planctomycetia,Pirellulales,UBA1268,QWPN01,X1085,Control 3,19
Planctomycetota,Planctomycetia,Pirellulales,UBA1268,QWPN01,X1087,Control 5,12
Planctomycetota,Planctomycetia,Pirellulales,UBA1268,QWPN01,X1090,Heated 2,80
Planctomycetota,Planctomycetia,Pirellulales,UBA1268,QWPN01,X1091,Heated 3,231
Planctomycetota,Planctomycetia,Pirellulales,UBA1268,QWPN01,X1092,Heated 4,159
Planctomycetota,Planctomycetia,Pirellulales,UBA1268,QWPN01,X1093,Heated 5,20
Planctomycetota,Planctomycetia,Pirellulales,UBA1268,QWPN01,X1094,Heated 6,112
Planctomycetota,Planctomycetia,Pirellulales,UBA1268,UBA4655,X1083,Control 1,124
