Phylum,Class,Order,Family,Genus,sample,bay,tpm
 Acidobacteriota, Acidobacteriae, Acidobacteriales, Acidobacteriaceae, Acidobacteriaceae uncl.,106,heated,16.91221418
 Acidobacteriota, Acidobacteriae, Acidobacteriales, Acidobacteriaceae, Acidobacteriaceae uncl.,108,heated,4.385544051
 Acidobacteriota, Acidobacteriae, Acidobacteriales, Acidobacteriaceae, Acidobacteriaceae uncl.,110,heated,12.89363217
 Acidobacteriota, Acidobacteriae, Acidobacteriales, Acidobacteriaceae, Acidobacteriaceae uncl.,111,heated,14.62184093
 Acidobacteriota, Acidobacteriae, Acidobacteriales, Acidobacteriaceae, Palsa-288,101,control,2.448728735
 Acidobacteriota, Acidobacteriae, Acidobacteriales, Acidobacteriaceae, Palsa-288,104,control,39.34063066
 Acidobacteriota, Acidobacteriae, Acidobacteriales, Acidobacteriaceae, Terracidiphilus,106,heated,11.24193829
 Acidobacteriota, Acidobacteriae, Acidobacteriales, Acidobacteriaceae, Terracidiphilus,107,heated,1.678443726
 Acidobacteriota, Acidobacteriae, Acidobacteriales, Acidobacteriaceae, Terracidiphilus,108,heated,0.805508091
 Acidobacteriota, Acidobacteriae, Acidobacteriales, Acidobacteriales uncl., Acidobacteriales uncl. uncl.,101,control,6.802024264
 Acidobacteriota, Acidobacteriae, Acidobacteriales, Acidobacteriales uncl., Acidobacteriales uncl. uncl.,102,control,3.176705707
 Acidobacteriota, Acidobacteriae, Acidobacteriales, Acidobacteriales uncl., Acidobacteriales uncl. uncl.,103,control,5.319660063
 Acidobacteriota, Acidobacteriae, Acidobacteriales, Acidobacteriales uncl., Acidobacteriales uncl. uncl.,106,heated,17.7269872
 Acidobacteriota, Acidobacteriae, Acidobacteriales, Acidobacteriales uncl., Acidobacteriales uncl. uncl.,107,heated,2.183462193
 Acidobacteriota, Acidobacteriae, Acidobacteriales, Acidobacteriales uncl., Acidobacteriales uncl. uncl.,108,heated,5.124161997
 Acidobacteriota, Acidobacteriae, Acidobacteriales, Acidobacteriales uncl., Acidobacteriales uncl. uncl.,109,heated,5.21328995
 Acidobacteriota, Acidobacteriae, Acidobacteriales, Acidobacteriales uncl., Acidobacteriales uncl. uncl.,110,heated,16.69025735
 Acidobacteriota, Acidobacteriae, Acidobacteriales, Acidobacteriales uncl., Acidobacteriales uncl. uncl.,111,heated,5.848736372
 Acidobacteriota, Acidobacteriae, Acidobacteriales, Koribacteraceae, Bog-257,104,control,39.02840343
 Acidobacteriota, Acidobacteriae, Acidobacteriales, Koribacteraceae, Bog-257,111,heated,7.310920465
 Acidobacteriota, Acidobacteriae, Acidobacteriales, SbA1, Sulfotelmatobacter,105,control,1.534140525
 Acidobacteriota, Acidobacteriae, Acidobacteriales, SbA1, Sulfotelmatobacter,106,heated,14.12448657
 Acidobacteriota, Acidobacteriae, Acidobacteriales, SbA1, Sulfotelmatobacter,107,heated,13.70729043
 Acidobacteriota, Acidobacteriae, Acidobacteriales, SbA1, Sulfotelmatobacter,108,heated,4.698797198
 Acidobacteriota, Acidobacteriae, Acidobacteriales, SbA1, Sulfotelmatobacter,109,heated,0.980855418
 Acidobacteriota, Acidobacteriae, Acidobacteriales, SbA1, Sulfotelmatobacter,110,heated,2.455929937
 Acidobacteriota, Acidobacteriae, Acidoferrales, UBA7541, UBA7541 uncl.,101,control,9.87390619
 Acidobacteriota, Acidobacteriae, Acidoferrales, UBA7541, UBA7541 uncl.,102,control,65.61775981
 Acidobacteriota, Acidobacteriae, Acidoferrales, UBA7541, UBA7541 uncl.,103,control,19.39101894
 Acidobacteriota, Acidobacteriae, Acidoferrales, UBA7541, UBA7541 uncl.,104,control,7.553884536
 Acidobacteriota, Acidobacteriae, Acidoferrales, UBA7541, UBA7541 uncl.,105,control,6.235538906
 Acidobacteriota, Acidobacteriae, Acidoferrales, UBA7541, UBA7541 uncl.,106,heated,116.1852928
 Acidobacteriota, Acidobacteriae, Acidoferrales, UBA7541, UBA7541 uncl.,107,heated,151.2223654
 Acidobacteriota, Acidobacteriae, Acidoferrales, UBA7541, UBA7541 uncl.,108,heated,48.38245373
 Acidobacteriota, Acidobacteriae, Acidoferrales, UBA7541, UBA7541 uncl.,109,heated,35.88032402
 Acidobacteriota, Acidobacteriae, Acidoferrales, UBA7541, UBA7541 uncl.,110,heated,104.8127518
 Acidobacteriota, Acidobacteriae, Acidoferrales, UBA7541, UBA7541 uncl.,111,heated,209.4224959
 Acidobacteriota, Acidobacteriae, Bryobacterales, Bryobacteraceae, Bryobacteraceae uncl.,101,control,30.12179641
 Acidobacteriota, Acidobacteriae, Bryobacterales, Bryobacteraceae, Bryobacteraceae uncl.,102,control,23.55495797
 Acidobacteriota, Acidobacteriae, Bryobacterales, Bryobacteraceae, Bryobacteraceae uncl.,103,control,12.66665434
 Acidobacteriota, Acidobacteriae, Bryobacterales, Bryobacteraceae, Bryobacteraceae uncl.,104,control,7.623969497
 Acidobacteriota, Acidobacteriae, Bryobacterales, Bryobacteraceae, Bryobacteraceae uncl.,105,control,4.956454003
 Acidobacteriota, Acidobacteriae, Bryobacterales, Bryobacteraceae, Bryobacteraceae uncl.,106,heated,60.36994491
 Acidobacteriota, Acidobacteriae, Bryobacterales, Bryobacteraceae, Bryobacteraceae uncl.,107,heated,73.32020211
 Acidobacteriota, Acidobacteriae, Bryobacterales, Bryobacteraceae, Bryobacteraceae uncl.,108,heated,39.33569452
 Acidobacteriota, Acidobacteriae, Bryobacterales, Bryobacteraceae, Bryobacteraceae uncl.,109,heated,74.21216355
 Acidobacteriota, Acidobacteriae, Bryobacterales, Bryobacteraceae, Bryobacteraceae uncl.,110,heated,103.3015926
 Acidobacteriota, Acidobacteriae, Bryobacterales, Bryobacteraceae, Bryobacteraceae uncl.,111,heated,34.54072608
 Acidobacteriota, Acidobacteriae, Bryobacterales, Bryobacterales uncl., Bryobacterales uncl. uncl.,101,control,29.34660096
 Acidobacteriota, Acidobacteriae, Bryobacterales, Bryobacterales uncl., Bryobacterales uncl. uncl.,102,control,84.76196099
 Acidobacteriota, Acidobacteriae, Bryobacterales, Bryobacterales uncl., Bryobacterales uncl. uncl.,103,control,10.20772506
 Acidobacteriota, Acidobacteriae, Bryobacterales, Bryobacterales uncl., Bryobacterales uncl. uncl.,104,control,16.04976731
 Acidobacteriota, Acidobacteriae, Bryobacterales, Bryobacterales uncl., Bryobacterales uncl. uncl.,105,control,9.641053354
 Acidobacteriota, Acidobacteriae, Bryobacterales, Bryobacterales uncl., Bryobacterales uncl. uncl.,106,heated,2.878197263
 Acidobacteriota, Acidobacteriae, Bryobacterales, Bryobacterales uncl., Bryobacterales uncl. uncl.,109,heated,11.58635463
 Acidobacteriota, Acidobacteriae, Bryobacterales, Bryobacterales uncl., Bryobacterales uncl. uncl.,110,heated,7.371265183
 Acidobacteriota, Acidobacteriae, Bryobacterales, Bryobacterales uncl., Bryobacterales uncl. uncl.,111,heated,3.289914209
 Acidobacteriota, Aminicenantia, UBA2199, UBA2199, UBA2199 uncl.,104,control,4.181614654
 Acidobacteriota, Aminicenantia, UBA2199, UBA2199, UBA2199 uncl.,109,heated,13.24154815
 Acidobacteriota, Blastocatellia, Pyrinomonadales, Pyrinomonadaceae, Pyrinomonadaceae uncl.,101,control,16.77211462
 Acidobacteriota, Blastocatellia, Pyrinomonadales, Pyrinomonadaceae, Pyrinomonadaceae uncl.,103,control,4.117271144
 Acidobacteriota, Blastocatellia, Pyrinomonadales, Pyrinomonadales uncl., Pyrinomonadales uncl. uncl.,101,control,5.97250911
 Acidobacteriota, Blastocatellia, Pyrinomonadales, Pyrinomonadales uncl., Pyrinomonadales uncl. uncl.,103,control,11.24048496
 Acidobacteriota, Blastocatellia, Pyrinomonadales, Pyrinomonadales uncl., Pyrinomonadales uncl. uncl.,104,control,12.56524208
 Acidobacteriota, Blastocatellia, Pyrinomonadales, Pyrinomonadales uncl., Pyrinomonadales uncl. uncl.,105,control,10.37228667
 Acidobacteriota, Blastocatellia, Pyrinomonadales, Pyrinomonadales uncl., Pyrinomonadales uncl. uncl.,106,heated,3.100497052
 Acidobacteriota, Blastocatellia, Pyrinomonadales, Pyrinomonadales uncl., Pyrinomonadales uncl. uncl.,107,heated,4.011889883
 Acidobacteriota, Blastocatellia, Pyrinomonadales, Pyrinomonadales uncl., Pyrinomonadales uncl. uncl.,108,heated,40.43257686
 Acidobacteriota, Blastocatellia, RBC074, RBC074, RBC074 uncl.,106,heated,23.44939033
 Acidobacteriota, Blastocatellia, RBC074, RBC074, RBC074 uncl.,107,heated,11.97724407
 Acidobacteriota, Blastocatellia, RBC074, RBC074, RBC074 uncl.,109,heated,1.199881386
 Acidobacteriota, Blastocatellia, RBC074, RBC074 uncl., RBC074 uncl. uncl.,106,heated,18.87457852
 Acidobacteriota, Blastocatellia, RBC074, RBC074 uncl., RBC074 uncl. uncl.,107,heated,15.68748809
 Acidobacteriota, Blastocatellia, RBC074, RBC074 uncl., RBC074 uncl. uncl.,108,heated,6.897651809
 Acidobacteriota, Blastocatellia, RBC074, RBC074 uncl., RBC074 uncl. uncl.,109,heated,4.528875606
 Acidobacteriota, Holophagae, Holophagales, Holophagaceae, Holophaga,101,control,13.24432609
 Acidobacteriota, Holophagae, Holophagales, Holophagaceae, Holophaga,102,control,20.70967759
 Acidobacteriota, Holophagae, Holophagales, Holophagaceae, Holophaga,103,control,31.79008393
 Acidobacteriota, Holophagae, Holophagales, Holophagaceae, Holophaga,104,control,3.377457989
 Acidobacteriota, Holophagae, Holophagales, Holophagaceae, Holophaga,105,control,1.858670251
 Acidobacteriota, Holophagae, Holophagales, Holophagaceae, Holophaga,106,heated,1.222311338
 Acidobacteriota, Thermoanaerobaculia, Thermoanaerobaculales, FEB-10, FEB-10 uncl.,101,control,16.28144106
 Acidobacteriota, Thermoanaerobaculia, Thermoanaerobaculales, FEB-10, FEB-10 uncl.,102,control,7.637611593
 Acidobacteriota, Thermoanaerobaculia, Thermoanaerobaculales, FEB-10, FEB-10 uncl.,103,control,22.38218675
 Acidobacteriota, Thermoanaerobaculia, Thermoanaerobaculales, FEB-10, FEB-10 uncl.,105,control,2.056401129
 Acidobacteriota, Thermoanaerobaculia, Thermoanaerobaculales, FEB-10, FEB-10 uncl.,106,heated,24.91160845
 Acidobacteriota, Thermoanaerobaculia, Thermoanaerobaculales, FEB-10, FEB-10 uncl.,107,heated,8.496064114
 Acidobacteriota, Thermoanaerobaculia, Thermoanaerobaculales, FEB-10, FEB-10 uncl.,108,heated,23.50293107
 Acidobacteriota, Thermoanaerobaculia, Thermoanaerobaculales, FEB-10, FEB-10 uncl.,109,heated,3.944290938
 Acidobacteriota, Thermoanaerobaculia, Thermoanaerobaculales, FEB-10, FEB-10 uncl.,110,heated,18.88563368
 Acidobacteriota, Thermoanaerobaculia, Thermoanaerobaculales, FEB-10, FEB-10 uncl.,111,heated,30.65183228
 Acidobacteriota, Thermoanaerobaculia, Thermoanaerobaculales, Thermoanaerobaculaceae, Thermoanaerobaculaceae uncl.,109,heated,15.07168082
 Acidobacteriota, Thermoanaerobaculia, Thermoanaerobaculales, Thermoanaerobaculales uncl., Thermoanaerobaculales uncl. uncl.,102,control,111.1090639
 Acidobacteriota, Thermoanaerobaculia, Thermoanaerobaculales, Thermoanaerobaculales uncl., Thermoanaerobaculales uncl. uncl.,104,control,4.037421045
 Acidobacteriota, Thermoanaerobaculia, Thermoanaerobaculales, Thermoanaerobaculales uncl., Thermoanaerobaculales uncl. uncl.,106,heated,1.461153783
 Acidobacteriota, Thermoanaerobaculia, Thermoanaerobaculales, Thermoanaerobaculales uncl., Thermoanaerobaculales uncl. uncl.,108,heated,10.8882473
 Acidobacteriota, Thermoanaerobaculia, UBA5066, UBA5066, JAEUQS01,106,heated,7.264021665
 Acidobacteriota, Thermoanaerobaculia, UBA5066, UBA5066, JAEUQS01,107,heated,3.524731825
 Acidobacteriota, Thermoanaerobaculia, UBA5066, UBA5066, JAEUQS01,109,heated,7.062159013
 Acidobacteriota, Thermoanaerobaculia, UBA5066, UBA5066 uncl., UBA5066 uncl. uncl.,101,control,17.92425313
 Acidobacteriota, Thermoanaerobaculia, UBA5066, UBA5066 uncl., UBA5066 uncl. uncl.,105,control,3.482913623
 Acidobacteriota, Thermoanaerobaculia, UBA5066, UBA5066 uncl., UBA5066 uncl. uncl.,106,heated,12.59751505
 Acidobacteriota, Thermoanaerobaculia, UBA5066, UBA5066 uncl., UBA5066 uncl. uncl.,107,heated,6.668411562
 Acidobacteriota, Thermoanaerobaculia, UBA5066, UBA5066 uncl., UBA5066 uncl. uncl.,108,heated,16.00130938
 Acidobacteriota, Thermoanaerobaculia, UBA5066, UBA5066 uncl., UBA5066 uncl. uncl.,109,heated,1.113403448
 Acidobacteriota, Thermoanaerobaculia, UBA5704, UBA5704 uncl., UBA5704 uncl. uncl.,106,heated,3.498726031
 Acidobacteriota, Thermoanaerobaculia, UBA5704, UBA5704 uncl., UBA5704 uncl. uncl.,108,heated,7.604291979
 Acidobacteriota, Thermoanaerobaculia, UBA5704, UBA5704 uncl., UBA5704 uncl. uncl.,110,heated,1.419482441
 Acidobacteriota, UBA6911, UBA6911 uncl., UBA6911 uncl. uncl., UBA6911 uncl. uncl. uncl.,101,control,1.567019242
 Acidobacteriota, UBA6911, UBA6911 uncl., UBA6911 uncl. uncl., UBA6911 uncl. uncl. uncl.,102,control,2.450291774
 Acidobacteriota, UBA6911, UBA6911 uncl., UBA6911 uncl. uncl., UBA6911 uncl. uncl. uncl.,103,control,1.025804756
 Acidobacteriota, UBA6911, UBA6911 uncl., UBA6911 uncl. uncl., UBA6911 uncl. uncl. uncl.,104,control,2.397649358
 Acidobacteriota, UBA6911, UBA6911 uncl., UBA6911 uncl. uncl., UBA6911 uncl. uncl. uncl.,105,control,1.319465571
 Acidobacteriota, UBA6911, UBA6911 uncl., UBA6911 uncl. uncl., UBA6911 uncl. uncl. uncl.,106,heated,94.14717499
 Acidobacteriota, UBA6911, UBA6911 uncl., UBA6911 uncl. uncl., UBA6911 uncl. uncl. uncl.,107,heated,63.15645762
 Acidobacteriota, UBA6911, UBA6911 uncl., UBA6911 uncl. uncl., UBA6911 uncl. uncl. uncl.,108,heated,35.15919105
 Acidobacteriota, UBA6911, UBA6911 uncl., UBA6911 uncl. uncl., UBA6911 uncl. uncl. uncl.,109,heated,38.38391887
 Acidobacteriota, UBA6911, UBA6911 uncl., UBA6911 uncl. uncl., UBA6911 uncl. uncl. uncl.,110,heated,38.02081295
 Acidobacteriota, UBA6911, UBA6911 uncl., UBA6911 uncl. uncl., UBA6911 uncl. uncl. uncl.,111,heated,34.13426347
 Acidobacteriota, Vicinamibacteria, Fen-336, Fen-336, Fen-336 uncl.,109,heated,15.44847284
 Acidobacteriota, Vicinamibacteria, Vicinamibacterales, JAFNAJ01, JAFNAJ01,102,control,21.62456294
 Acidobacteriota, Vicinamibacteria, Vicinamibacterales, JAFNAJ01, JAFNAJ01,103,control,32.59092942
 Acidobacteriota, Vicinamibacteria, Vicinamibacterales, SCN-69-37, SYFT01,101,control,23.13479183
 Acidobacteriota, Vicinamibacteria, Vicinamibacterales, SCN-69-37, SYFT01,102,control,29.21830481
 Acidobacteriota, Vicinamibacteria, Vicinamibacterales, SCN-69-37, SYFT01,103,control,41.93871538
 Acidobacteriota, Vicinamibacteria, Vicinamibacterales, SCN-69-37, SYFT01,104,control,8.168735602
 Acidobacteriota, Vicinamibacteria, Vicinamibacterales, SCN-69-37, SYFT01,105,control,13.48616554
 Acidobacteriota, Vicinamibacteria, Vicinamibacterales, UBA2999, UBA2999 uncl.,101,control,15.90083594
 Acidobacteriota, Vicinamibacteria, Vicinamibacterales, UBA2999, UBA2999 uncl.,102,control,29.74977026
 Acidobacteriota, Vicinamibacteria, Vicinamibacterales, UBA2999, UBA2999 uncl.,103,control,7.001951811
 Acidobacteriota, Vicinamibacteria, Vicinamibacterales, UBA2999, UBA2999 uncl.,104,control,30.99176071
 Acidobacteriota, Vicinamibacteria, Vicinamibacterales, UBA2999, UBA2999 uncl.,105,control,6.496013955
 Acidobacteriota, Vicinamibacteria, Vicinamibacterales, UBA2999, UBA2999 uncl.,106,heated,9.224694804
 Acidobacteriota, Vicinamibacteria, Vicinamibacterales, UBA2999, UBA2999 uncl.,107,heated,7.630862715
 Acidobacteriota, Vicinamibacteria, Vicinamibacterales, UBA2999, UBA2999 uncl.,108,heated,18.62784644
 Acidobacteriota, Vicinamibacteria, Vicinamibacterales, UBA2999, UBA2999 uncl.,109,heated,1.605036139
 Acidobacteriota, Vicinamibacteria, Vicinamibacterales, UBA2999, UBA2999 uncl.,110,heated,16.36519386
 Acidobacteriota, Vicinamibacteria, Vicinamibacterales, UBA2999, UBA2999 uncl.,111,heated,12.26284798
 Acidobacteriota, Vicinamibacteria, Vicinamibacterales, Vicinamibacteraceae, Vicinamibacteraceae uncl.,101,control,1.330830834
 Acidobacteriota, Vicinamibacteria, Vicinamibacterales, Vicinamibacteraceae, Vicinamibacteraceae uncl.,104,control,3.05439679
 Acidobacteriota, Vicinamibacteria, Vicinamibacterales, Vicinamibacteraceae, Vicinamibacteraceae uncl.,105,control,1.680884401
 Acidobacteriota, Vicinamibacteria, Vicinamibacterales, Vicinamibacteraceae, Vicinamibacteraceae uncl.,106,heated,3.316183804
 Acidobacteriota, Vicinamibacteria, Vicinamibacterales, Vicinamibacteraceae, Vicinamibacteraceae uncl.,107,heated,15.01842256
 Acidobacteriota, Vicinamibacteria, Vicinamibacterales, Vicinamibacteraceae, Vicinamibacteraceae uncl.,108,heated,1.029649473
 Acidobacteriota, Vicinamibacteria, Vicinamibacterales, Vicinamibacteraceae, Vicinamibacteraceae uncl.,109,heated,2.149352743
 Acidobacteriota, Vicinamibacteria, Vicinamibacterales, Vicinamibacteraceae, Vicinamibacteraceae uncl.,111,heated,4.577271944
 Acidobacteriota, Vicinamibacteria, Vicinamibacterales, Vicinamibacterales uncl., Vicinamibacterales uncl. uncl.,105,control,36.6606684
 Acidobacteriota, Vicinamibacteria, Vicinamibacterales, Vicinamibacterales uncl., Vicinamibacterales uncl. uncl.,106,heated,0.730576892
 Acidobacteriota, Vicinamibacteria, Vicinamibacterales, Vicinamibacterales uncl., Vicinamibacterales uncl. uncl.,108,heated,15.65185549
 Actinobacteriota, Acidimicrobiia, Acidimicrobiales, Acidimicrobiales uncl., Acidimicrobiales uncl. uncl.,101,control,94.79060051
 Actinobacteriota, Acidimicrobiia, Acidimicrobiales, Acidimicrobiales uncl., Acidimicrobiales uncl. uncl.,102,control,204.7315079
 Actinobacteriota, Acidimicrobiia, Acidimicrobiales, Acidimicrobiales uncl., Acidimicrobiales uncl. uncl.,103,control,158.8221024
 Actinobacteriota, Acidimicrobiia, Acidimicrobiales, Acidimicrobiales uncl., Acidimicrobiales uncl. uncl.,104,control,68.96274829
 Actinobacteriota, Acidimicrobiia, Acidimicrobiales, Acidimicrobiales uncl., Acidimicrobiales uncl. uncl.,105,control,66.71490225
 Actinobacteriota, Acidimicrobiia, Acidimicrobiales, Acidimicrobiales uncl., Acidimicrobiales uncl. uncl.,106,heated,171.2425084
 Actinobacteriota, Acidimicrobiia, Acidimicrobiales, Acidimicrobiales uncl., Acidimicrobiales uncl. uncl.,107,heated,92.91571882
 Actinobacteriota, Acidimicrobiia, Acidimicrobiales, Acidimicrobiales uncl., Acidimicrobiales uncl. uncl.,108,heated,86.14581534
 Actinobacteriota, Acidimicrobiia, Acidimicrobiales, Acidimicrobiales uncl., Acidimicrobiales uncl. uncl.,109,heated,63.54020746
 Actinobacteriota, Acidimicrobiia, Acidimicrobiales, Acidimicrobiales uncl., Acidimicrobiales uncl. uncl.,110,heated,164.7704545
 Actinobacteriota, Acidimicrobiia, Acidimicrobiales, Acidimicrobiales uncl., Acidimicrobiales uncl. uncl.,111,heated,124.04381
 Actinobacteriota, Acidimicrobiia, Acidimicrobiales, CADCSY01, CADCSY01 uncl.,101,control,1.378788702
 Actinobacteriota, Acidimicrobiia, Acidimicrobiales, CADCSY01, CADCSY01 uncl.,103,control,8.12326469
 Actinobacteriota, Acidimicrobiia, Acidimicrobiales, CADCSY01, CADCSY01 uncl.,105,control,1.741456812
 Actinobacteriota, Acidimicrobiia, Acidimicrobiales, CADCSY01, CADCSY01 uncl.,108,heated,3.200261875
 Actinobacteriota, Acidimicrobiia, Acidimicrobiales, CADCSY01, CADCSY01 uncl.,109,heated,12.24743793
 Actinobacteriota, Acidimicrobiia, Acidimicrobiales, CADCSY01, CADCSY01 uncl.,111,heated,4.74221868
 Actinobacteriota, Acidimicrobiia, Acidimicrobiales, Ilumatobacteraceae, BACL27,101,control,207.8188228
 Actinobacteriota, Acidimicrobiia, Acidimicrobiales, Ilumatobacteraceae, BACL27,102,control,254.9633749
 Actinobacteriota, Acidimicrobiia, Acidimicrobiales, Ilumatobacteraceae, BACL27,103,control,225.6920323
 Actinobacteriota, Acidimicrobiia, Acidimicrobiales, Ilumatobacteraceae, BACL27,104,control,203.8980095
 Actinobacteriota, Acidimicrobiia, Acidimicrobiales, Ilumatobacteraceae, BACL27,105,control,221.3110393
 Actinobacteriota, Acidimicrobiia, Acidimicrobiales, Ilumatobacteraceae, BACL27,106,heated,464.9157028
 Actinobacteriota, Acidimicrobiia, Acidimicrobiales, Ilumatobacteraceae, BACL27,107,heated,592.9017112
 Actinobacteriota, Acidimicrobiia, Acidimicrobiales, Ilumatobacteraceae, BACL27,108,heated,361.9351193
 Actinobacteriota, Acidimicrobiia, Acidimicrobiales, Ilumatobacteraceae, BACL27,109,heated,196.2501586
 Actinobacteriota, Acidimicrobiia, Acidimicrobiales, Ilumatobacteraceae, BACL27,110,heated,366.7119572
 Actinobacteriota, Acidimicrobiia, Acidimicrobiales, Ilumatobacteraceae, BACL27,111,heated,661.2505857
 Actinobacteriota, Acidimicrobiia, Acidimicrobiales, Ilumatobacteraceae, Casp-actino5,101,control,4.733367401
 Actinobacteriota, Acidimicrobiia, Acidimicrobiales, Ilumatobacteraceae, Casp-actino5,103,control,3.098564882
 Actinobacteriota, Acidimicrobiia, Acidimicrobiales, Ilumatobacteraceae, Casp-actino5,104,control,28.96953657
 Actinobacteriota, Acidimicrobiia, Acidimicrobiales, Ilumatobacteraceae, Casp-actino5,105,control,13.94960766
 Actinobacteriota, Acidimicrobiia, Acidimicrobiales, Ilumatobacteraceae, Casp-actino5,106,heated,42.21845204
 Actinobacteriota, Acidimicrobiia, Acidimicrobiales, Ilumatobacteraceae, Casp-actino5,107,heated,34.61238984
 Actinobacteriota, Acidimicrobiia, Acidimicrobiales, Ilumatobacteraceae, Casp-actino5,108,heated,1.220718447
 Actinobacteriota, Acidimicrobiia, Acidimicrobiales, Ilumatobacteraceae, Casp-actino5,109,heated,16.89211131
 Actinobacteriota, Acidimicrobiia, Acidimicrobiales, Ilumatobacteraceae, Casp-actino5,110,heated,4.022024268
 Actinobacteriota, Acidimicrobiia, Acidimicrobiales, Ilumatobacteraceae, Casp-actino5,111,heated,21.70665045
 Actinobacteriota, Acidimicrobiia, Acidimicrobiales, Ilumatobacteraceae, Casp-actino8,101,control,118.2619078
 Actinobacteriota, Acidimicrobiia, Acidimicrobiales, Ilumatobacteraceae, Casp-actino8,102,control,392.3801403
 Actinobacteriota, Acidimicrobiia, Acidimicrobiales, Ilumatobacteraceae, Casp-actino8,103,control,106.4227176
 Actinobacteriota, Acidimicrobiia, Acidimicrobiales, Ilumatobacteraceae, Casp-actino8,104,control,87.58985187
 Actinobacteriota, Acidimicrobiia, Acidimicrobiales, Ilumatobacteraceae, Casp-actino8,105,control,108.2943497
 Actinobacteriota, Acidimicrobiia, Acidimicrobiales, Ilumatobacteraceae, Casp-actino8,106,heated,121.9560379
 Actinobacteriota, Acidimicrobiia, Acidimicrobiales, Ilumatobacteraceae, Casp-actino8,107,heated,126.7261848
 Actinobacteriota, Acidimicrobiia, Acidimicrobiales, Ilumatobacteraceae, Casp-actino8,108,heated,148.0511282
 Actinobacteriota, Acidimicrobiia, Acidimicrobiales, Ilumatobacteraceae, Casp-actino8,109,heated,62.08160305
 Actinobacteriota, Acidimicrobiia, Acidimicrobiales, Ilumatobacteraceae, Casp-actino8,110,heated,152.7294804
 Actinobacteriota, Acidimicrobiia, Acidimicrobiales, Ilumatobacteraceae, Casp-actino8,111,heated,83.60670571
 Actinobacteriota, Acidimicrobiia, Acidimicrobiales, Ilumatobacteraceae, F1-20-MAGs119,101,control,27.1926878
 Actinobacteriota, Acidimicrobiia, Acidimicrobiales, Ilumatobacteraceae, F1-20-MAGs119,102,control,3.148839867
 Actinobacteriota, Acidimicrobiia, Acidimicrobiales, Ilumatobacteraceae, F1-20-MAGs119,103,control,7.909494567
 Actinobacteriota, Acidimicrobiia, Acidimicrobiales, Ilumatobacteraceae, F1-20-MAGs119,105,control,4.111900327
 Actinobacteriota, Acidimicrobiia, Acidimicrobiales, Ilumatobacteraceae, F1-20-MAGs119,106,heated,29.13175355
 Actinobacteriota, Acidimicrobiia, Acidimicrobiales, Ilumatobacteraceae, F1-20-MAGs119,107,heated,36.3414505
 Actinobacteriota, Acidimicrobiia, Acidimicrobiales, Ilumatobacteraceae, F1-20-MAGs119,108,heated,15.45499119
 Actinobacteriota, Acidimicrobiia, Acidimicrobiales, Ilumatobacteraceae, F1-20-MAGs119,109,heated,2.168206714
 Actinobacteriota, Acidimicrobiia, Acidimicrobiales, Ilumatobacteraceae, F1-20-MAGs119,110,heated,14.92946883
 Actinobacteriota, Acidimicrobiia, Acidimicrobiales, Ilumatobacteraceae, F1-20-MAGs119,111,heated,4.617423452
 Actinobacteriota, Acidimicrobiia, Acidimicrobiales, Ilumatobacteraceae, F1-60-MAGs027,101,control,30.03352806
 Actinobacteriota, Acidimicrobiia, Acidimicrobiales, Ilumatobacteraceae, F1-60-MAGs027,102,control,16.44259198
 Actinobacteriota, Acidimicrobiia, Acidimicrobiales, Ilumatobacteraceae, F1-60-MAGs027,103,control,22.6072728
 Actinobacteriota, Acidimicrobiia, Acidimicrobiales, Ilumatobacteraceae, F1-60-MAGs027,104,control,18.96848151
 Actinobacteriota, Acidimicrobiia, Acidimicrobiales, Ilumatobacteraceae, F1-60-MAGs027,106,heated,60.61773877
 Actinobacteriota, Acidimicrobiia, Acidimicrobiales, Ilumatobacteraceae, F1-60-MAGs027,107,heated,41.75553641
 Actinobacteriota, Acidimicrobiia, Acidimicrobiales, Ilumatobacteraceae, F1-60-MAGs027,108,heated,18.7068962
 Actinobacteriota, Acidimicrobiia, Acidimicrobiales, Ilumatobacteraceae, F1-60-MAGs027,109,heated,32.73427611
 Actinobacteriota, Acidimicrobiia, Acidimicrobiales, Ilumatobacteraceae, F1-60-MAGs027,110,heated,16.68587692
 Actinobacteriota, Acidimicrobiia, Acidimicrobiales, Ilumatobacteraceae, F1-60-MAGs027,111,heated,51.6064974
 Actinobacteriota, Acidimicrobiia, Acidimicrobiales, Ilumatobacteraceae, Ilumatobacter_A,101,control,70.72854846
 Actinobacteriota, Acidimicrobiia, Acidimicrobiales, Ilumatobacteraceae, Ilumatobacter_A,102,control,272.6301762
 Actinobacteriota, Acidimicrobiia, Acidimicrobiales, Ilumatobacteraceae, Ilumatobacter_A,103,control,62.09856909
 Actinobacteriota, Acidimicrobiia, Acidimicrobiales, Ilumatobacteraceae, Ilumatobacter_A,104,control,87.44434987
 Actinobacteriota, Acidimicrobiia, Acidimicrobiales, Ilumatobacteraceae, Ilumatobacter_A,105,control,57.83227865
 Actinobacteriota, Acidimicrobiia, Acidimicrobiales, Ilumatobacteraceae, Ilumatobacter_A,106,heated,138.3517836
 Actinobacteriota, Acidimicrobiia, Acidimicrobiales, Ilumatobacteraceae, Ilumatobacter_A,107,heated,135.2598381
